21.5 1.73461903573926990 0.143752550864592210  1.62665998935699463
23.5 1.60410984193932338 0.139851245982572453  0.300873190164566040
25.5 1.31698806383475486 0.0799927606247365502 0.221100090071558952
27.5 1.29698251095374739 0.0358475238084793105 0.245290808379650116
29.5 1.73113047527610697 0.0436626917123794575 0.265731709077954292
31.5 1.86831813717935558 0.0379767581820487990 0.204409006983041763
33.5 2.11974049878111526 0.0600098254717886456 0.204409006983041763
35.5 2.16363191964988477 0.0304512928240001229 0.224849907681345940
37.5 2.20292074857809927 0.0426231791730970200 0.265731709077954292 
39.5 2.49055316478079103 0.0261138007044792175 0.327054411172866821
41.5 2.54018618892040227 0.0250933036208152785 0.347495311871170998
43.5 2.46345349550492854 0.0                   0.306613510474562645
45.5 2.63482353772276090 0.0121058456599712379 0.245290808379650116
47.5 2.45206160945675933 0.0127524033188819892 0.204409006983041763
